index,glir11,qo11,qt11,glir22,qo22,qt22
11331,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11332,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11333,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11334,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11335,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11336,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11337,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11338,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11339,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11340,542,135.4363651,180.4544345,0,1.524953933,1.352981366
11341,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11342,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11343,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11344,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11345,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11346,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11347,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11348,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11349,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11350,542,135.5368853,180.5330311,0,1.606288143,1.462352919
11351,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11352,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11353,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11354,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11355,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11356,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11357,542,135.6017811,180.5947294,0,1.653705987,1.539131749
11358,542,135.6017811,180.5947294,0,1.653705987,1.539131749
