index,glir,qo,qt,wc,ch,gor,glir_old,tes,gor_old,glir_edit,glir_edit
82,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
83,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
84,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
85,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
86,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
87,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
88,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
89,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
90,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
91,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
92,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
93,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
94,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
95,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
96,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
97,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
98,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
99,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
100,271,4.9,5.02,3,582,87314.6,54.2,21828.65,81632.65,,
101,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
102,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
103,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
104,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
105,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
106,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
107,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
108,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
109,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
110,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
111,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
112,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
113,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
114,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
115,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
116,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
117,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
118,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
119,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
120,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
121,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
122,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
123,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
124,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
125,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
126,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
127,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
128,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
129,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
130,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
131,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
132,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
133,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
134,271,7,7.24,4,717.2,81758.88,54.2,20439.72,35714.29,,
135,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
136,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
137,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
138,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
139,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
140,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
141,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
142,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
143,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
144,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
145,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
146,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
147,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
148,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
149,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
150,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
151,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
152,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
153,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
154,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
155,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
156,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
157,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
158,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
159,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
160,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
161,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
162,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
163,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
164,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
165,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
166,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
167,271,5.79,5.89,2,704,85041.84,54.2,21260.46,58721.93,,
168,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
169,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
170,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
171,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
172,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
173,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
174,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
175,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
176,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
177,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
178,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
179,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
180,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
181,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
182,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
183,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
184,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
185,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
186,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
187,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
188,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
189,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
190,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
191,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
192,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
193,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
194,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
195,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
196,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
197,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
198,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
199,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
200,271,3.52,3.62,4,868.01,76556.12,54.2,19139.03,2840.91,,
201,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
202,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
203,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
204,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
205,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
206,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
207,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
208,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
209,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
210,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
211,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
212,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
213,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
214,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
215,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
216,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
217,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
218,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
219,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
220,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
221,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
222,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
223,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
224,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
225,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
226,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
227,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
228,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
229,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
230,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
231,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
232,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
233,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
234,271,1.35,1.36,2,912,78670.12,54.2,19667.53,22222.22,,
235,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
236,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
237,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
238,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
239,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
240,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
241,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
242,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
243,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
244,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
245,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
246,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
247,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
248,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
249,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
250,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
251,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
252,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
253,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
254,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
255,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
256,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
257,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
258,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
259,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
260,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
261,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
262,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
263,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
264,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
265,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
266,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
267,271,3.2,3.24,2,1060,79358.6,54.2,19839.65,28125,,
268,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
269,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
270,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
271,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
272,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
273,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
274,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
275,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
276,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
277,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
278,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
279,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
280,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
281,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
282,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
283,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
284,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
285,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
286,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
287,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
288,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
289,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
290,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
291,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
292,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
293,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
294,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
295,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
296,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
297,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
298,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
299,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
300,271,4.82,4.93,3,1060,84483.52,54.2,21120.88,62240.66,,
301,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
302,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
303,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
304,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
305,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
306,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
307,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
308,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
309,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
310,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
311,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
312,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
313,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
314,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
315,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
316,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
317,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
318,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
319,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
320,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
321,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
322,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
323,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
324,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
325,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
326,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
327,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
328,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
329,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
330,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
331,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
332,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
333,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
334,271,4,4.09,3,1060,87820.88,54.2,21955.22,77500,,
335,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
336,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
337,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
338,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
339,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
340,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
341,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
342,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
343,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
344,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
345,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
346,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
347,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
348,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
349,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
350,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
351,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
352,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
353,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
354,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
355,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
356,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
357,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
358,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
359,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
360,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
361,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
362,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
363,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
364,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
365,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
366,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
367,271,3.26,3.35,4,1060,86900.76,54.2,21725.19,107361.96,,
368,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
369,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
370,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
371,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
372,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
373,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
374,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
375,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
376,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
377,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
378,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
379,271,3.91,4,3,1060,76455.64,54.2,19113.91,1023.02,,
